期号,前区1,前区2,前区3,前区4,前区5,后区1,后区2,奖池奖金(元),一等奖-注数,一等奖-奖金(元),二等奖-注数,二等奖-奖金(元),总投注额(元),开奖日期
15112,4.0,5.0,15.0,19.0,28.0,4.0,11.0,"1,466,183,380",12.0,"6,132,899",72.0,"83,506","173,737,414",2015/9/26
15111,7.0,8.0,16.0,24.0,28.0,3.0,10.0,"1,508,880,896",1.0,"10,000,000",42.0,"145,692","155,902,332",2015/9/23
15110,2.0,7.0,10.0,22.0,30.0,7.0,11.0,"1,495,014,019",3.0,"8,796,319",78.0,"91,163","156,934,105",2015/9/21
15109,1.0,6.0,11.0,22.0,31.0,3.0,12.0,"1,495,720,964",1.0,"10,000,000",29.0,"292,108","175,266,499",2015/9/19
15108,1.0,13.0,16.0,26.0,31.0,7.0,12.0,"1,462,391,575",1.0,"10,000,000",32.0,"250,464","161,998,296",2015/9/16
15107,3.0,23.0,25.0,28.0,29.0,6.0,7.0,"1,433,360,911",2.0,"9,681,100",72.0,"74,257","156,081,037",2015/9/14
15106,2.0,11.0,13.0,22.0,30.0,2.0,3.0,"1,430,870,722",3.0,"10,000,000",77.0,"109,179","177,777,720",2015/9/12
15105,8.0,9.0,15.0,21.0,27.0,5.0,9.0,"1,420,929,062",8.0,"6,255,530",79.0,"76,255","158,749,270",2015/9/9
15104,16.0,19.0,25.0,30.0,34.0,4.0,9.0,"1,456,310,407",4.0,"9,165,291",33.0,"233,023","160,775,788",2015/9/7
15103,7.0,9.0,15.0,25.0,34.0,4.0,10.0,"1,455,105,281",4.0,"8,219,715",45.0,"144,777","171,173,990",2015/9/5
15102,11.0,14.0,15.0,33.0,34.0,3.0,12.0,"1,459,255,310",3.0,"10,000,000",42.0,"198,786","162,086,829",2015/9/2
15101,6.0,12.0,17.0,18.0,32.0,7.0,12.0,"1,449,994,950",2.0,"10,000,000",60.0,"113,139","158,243,139",2015/8/31
15100,9.0,15.0,18.0,23.0,32.0,5.0,7.0,"1,439,790,281",0.0,0,66.0,"119,913","178,385,394",2015/8/29
15099,9.0,12.0,14.0,22.0,25.0,5.0,10.0,"1,401,717,848",1.0,"10,000,000",60.0,"118,781","163,494,555",2015/8/26
15098,9.0,14.0,21.0,27.0,33.0,6.0,9.0,"1,376,083,288",5.0,"7,392,129",123.0,"44,562","158,809,204",2015/8/24
15097,4.0,16.0,17.0,26.0,27.0,1.0,4.0,"1,385,860,648",11.0,"5,995,473",295.0,"20,461","177,707,072",2015/8/22
15096,3.0,9.0,12.0,18.0,21.0,2.0,6.0,"1,435,883,288",4.0,"8,099,057",76.0,"82,721","160,650,698",2015/8/19
15095,8.0,14.0,26.0,34.0,35.0,5.0,10.0,"1,440,739,717",2.0,"10,000,000",51.0,"95,306","154,621,807",2015/8/17
15094,2.0,3.0,10.0,11.0,29.0,3.0,7.0,"1,435,245,222",5.0,"7,249,018",57.0,"141,399","173,594,229",2015/8/15
15093,16.0,17.0,25.0,26.0,27.0,2.0,4.0,"1,451,063,553",3.0,"8,805,364",95.0,"53,680","156,928,961",2015/8/12
15092,2.0,14.0,21.0,27.0,34.0,5.0,8.0,"1,451,533,975",2.0,"10,000,000",41.0,"169,675","152,197,701",2015/8/10
15091,2.0,7.0,28.0,29.0,30.0,3.0,7.0,"1,443,881,668",12.0,"5,702,251",91.0,"60,709","169,440,511",2015/8/8
15090,6.0,9.0,11.0,17.0,21.0,6.0,8.0,"1,512,866,237",4.0,"8,039,435",76.0,"84,924","155,099,232",2015/8/5
15089,5.0,12.0,18.0,20.0,27.0,10.0,12.0,"1,518,071,721",0.0,0,59.0,"127,971","150,454,358",2015/8/3
15088,5.0,15.0,28.0,31.0,34.0,11.0,12.0,"1,483,412,687",2.0,"10,000,000",24.0,"381,203","169,930,972",2015/8/1
15087,2.0,5.0,15.0,17.0,22.0,1.0,11.0,"1,470,621,295",2.0,"10,000,000",29.0,"261,627","155,740,439",2015/7/29
15086,5.0,9.0,11.0,15.0,32.0,4.0,9.0,"1,464,467,337",2.0,"9,941,256",51.0,"90,748","150,984,971",2015/7/27
15085,2.0,3.0,4.0,6.0,16.0,3.0,12.0,"1,461,889,590",1.0,"10,000,000",43.0,"211,670","170,011,903",2015/7/25
15084,10.0,20.0,21.0,32.0,34.0,6.0,7.0,"1,426,556,903",2.0,"10,000,000",56.0,"112,914","156,104,489",2015/7/22
15083,14.0,16.0,19.0,25.0,29.0,10.0,12.0,"1,413,999,921",1.0,"10,000,000",28.0,"283,125","155,306,617",2015/7/20
15082,8.0,15.0,28.0,31.0,33.0,3.0,6.0,"1,386,721,781",0.0,0,73.0,"95,920","171,399,172",2015/7/18
15081,3.0,4.0,10.0,13.0,17.0,5.0,9.0,"1,354,908,004",3.0,"9,998,951",28.0,"258,864","156,405,464",2015/7/15
15080,14.0,20.0,29.0,30.0,32.0,3.0,8.0,"1,350,821,094",19.0,"5,197,889",107.0,"18,135","153,920,898",2015/7/13
15079,1.0,9.0,17.0,23.0,24.0,4.0,5.0,"1,449,582,407",2.0,"10,000,000",43.0,"185,287","171,422,165",2015/7/11
15078,19.0,24.0,26.0,28.0,33.0,1.0,2.0,"1,439,120,707",1.0,"10,000,000",31.0,"288,085","161,483,265",2015/7/8
15077,1.0,16.0,17.0,22.0,28.0,2.0,9.0,"1,410,707,518",3.0,"9,859,169",68.0,"83,173","157,870,045",2015/7/6
15076,3.0,19.0,21.0,31.0,34.0,5.0,12.0,"1,407,154,321",3.0,"10,000,000",35.0,"249,391","177,379,432",2015/7/4
15075,13.0,14.0,26.0,27.0,33.0,10.0,12.0,"1,400,549,959",1.0,"10,000,000",28.0,"277,900","160,238,358",2015/7/1
15074,1.0,12.0,21.0,27.0,33.0,4.0,9.0,"1,369,791,223",0.0,0,26.0,"309,662","160,608,454",2015/6/29
15073,9.0,26.0,27.0,30.0,34.0,1.0,6.0,"1,328,502,863",4.0,"8,771,668",43.0,"186,288","179,205,990",2015/6/27
15072,19.0,20.0,21.0,31.0,33.0,9.0,10.0,"1,329,421,453",18.0,"5,501,180",255.0,"21,892","171,587,332",2015/6/24
15071,4.0,6.0,13.0,16.0,34.0,4.0,10.0,"1,431,495,361",2.0,"10,000,000",58.0,"125,216","163,767,077",2015/6/22
15070,3.0,9.0,12.0,17.0,18.0,4.0,12.0,"1,414,660,916",1.0,"10,000,000",56.0,"162,612","182,602,893",2015/6/20
15069,2.0,9.0,11.0,22.0,25.0,1.0,7.0,"1,381,432,966",7.0,"6,772,403",120.0,"50,393","169,115,808",2015/6/17
15068,2.0,3.0,20.0,31.0,35.0,4.0,8.0,"1,402,288,984",3.0,"10,000,000",27.0,"348,239","169,586,611",2015/6/15
15067,4.0,10.0,18.0,24.0,27.0,4.0,11.0,"1,393,017,834",7.0,"7,405,864",87.0,"100,741","188,803,797",2015/6/13
15066,1.0,3.0,7.0,13.0,29.0,2.0,10.0,"1,407,746,553",1.0,"10,000,000",35.0,"277,368","174,501,895",2015/6/10
15065,4.0,5.0,7.0,13.0,35.0,8.0,11.0,"1,371,749,617",2.0,"10,000,000",48.0,"160,379","168,372,417",2015/6/8
15064,2.0,8.0,20.0,28.0,31.0,7.0,10.0,"1,358,857,647",3.0,"9,677,929",64.0,"129,013","186,654,146",2015/6/6
15063,1.0,4.0,6.0,34.0,35.0,2.0,4.0,"1,355,424,220",0.0,0,40.0,"260,988","173,199,270",2015/6/3
15062,6.0,7.0,13.0,14.0,15.0,1.0,4.0,"1,309,316,213",1.0,"10,000,000",62.0,"156,532","167,993,435",2015/6/1
15061,6.0,7.0,8.0,16.0,22.0,2.0,10.0,"1,275,356,607",5.0,"8,020,321",66.0,"118,278","188,282,124",2015/5/30
15060,16.0,24.0,25.0,26.0,33.0,4.0,11.0,"1,281,829,945",7.0,"7,205,019",64.0,"114,390","177,925,335",2015/5/27
15059,7.0,9.0,19.0,23.0,32.0,1.0,3.0,"1,297,185,227",1.0,"10,000,000",69.0,"101,924","171,661,517",2015/5/25
15058,10.0,14.0,20.0,27.0,30.0,7.0,12.0,"1,272,415,378",1.0,"10,000,000",33.0,"261,318","191,940,346",2015/5/23
15057,1.0,5.0,7.0,14.0,26.0,4.0,6.0,"1,239,297,755",0.0,0,39.0,"180,771","178,811,732",2015/5/20
15056,6.0,12.0,19.0,26.0,35.0,3.0,10.0,"1,203,143,440",5.0,"8,023,380",45.0,"198,149","175,035,185",2015/5/18
15055,6.0,11.0,14.0,20.0,30.0,5.0,10.0,"1,210,286,220",9.0,"6,232,010",90.0,"64,180","193,677,838",2015/5/16
15054,2.0,9.0,15.0,24.0,34.0,3.0,9.0,"1,245,292,482",7.0,"6,893,459",100.0,"83,843","184,055,388",2015/5/13
15053,8.0,25.0,28.0,29.0,32.0,4.0,7.0,"1,268,085,740",3.0,"9,529,078",65.0,"121,164","172,582,965",2015/5/11
15052,13.0,19.0,24.0,27.0,29.0,7.0,8.0,"1,265,334,320",1.0,"10,000,000",78.0,"121,149","196,811,203",2015/5/9
15051,1.0,2.0,11.0,16.0,21.0,1.0,5.0,"1,237,114,602",2.0,"10,000,000",88.0,"96,353","185,896,288",2015/5/6
15050,6.0,7.0,10.0,20.0,28.0,2.0,7.0,"1,214,317,771",3.0,"8,749,315",232.0,"19,526","161,208,064",2015/5/4
15049,8.0,9.0,11.0,15.0,22.0,8.0,10.0,"1,215,002,201",2.0,"10,000,000",45.0,"173,163","167,521,507",2015/5/2
15048,10.0,11.0,22.0,24.0,33.0,2.0,9.0,"1,201,607,522",4.0,"7,786,959",42.0,"168,906","160,313,095",2015/4/29
15047,1.0,2.0,17.0,23.0,31.0,5.0,12.0,"1,209,162,913",2.0,"10,000,000",80.0,"90,656","161,867,018",2015/4/27
15046,5.0,7.0,10.0,22.0,26.0,4.0,10.0,"1,197,238,200",9.0,"6,089,599",146.0,"38,854","176,335,782",2015/4/25
15045,8.0,9.0,22.0,29.0,30.0,8.0,12.0,"1,236,261,155",3.0,"8,781,839",197.0,"29,586","163,552,645",2015/4/22
15044,16.0,18.0,27.0,31.0,33.0,1.0,3.0,"1,236,933,448",0.0,0,63.0,"126,723","160,136,919",2015/4/20
15043,2.0,20.0,22.0,25.0,29.0,2.0,7.0,"1,201,450,734",2.0,"10,000,000",38.0,"221,391","179,164,202",2015/4/18
15042,3.0,7.0,12.0,17.0,24.0,2.0,11.0,"1,178,648,370",5.0,"7,367,374",74.0,"83,501","160,724,766",2015/4/15
15041,1.0,11.0,21.0,23.0,28.0,1.0,10.0,"1,189,775,444",21.0,"5,397,755",149.0,"42,414","157,324,325",2015/4/13
15040,2.0,9.0,10.0,23.0,35.0,9.0,12.0,"1,338,069,698",1.0,"10,000,000",55.0,"146,158","174,893,028",2015/4/11
15039,3.0,6.0,7.0,16.0,25.0,1.0,6.0,"1,310,555,606",0.0,0,46.0,"168,727","156,374,573",2015/4/8
15038,12.0,19.0,22.0,31.0,35.0,7.0,8.0,"1,275,685,338",2.0,"10,000,000",65.0,"119,378","144,104,641",2015/4/6
15037,10.0,16.0,21.0,28.0,31.0,7.0,8.0,"1,266,667,677",2.0,"10,000,000",74.0,"102,228","166,837,072",2015/4/4
15036,14.0,18.0,20.0,23.0,24.0,4.0,8.0,"1,251,569,256",1.0,"10,000,000",32.0,"209,153","154,432,386",2015/4/1
15035,22.0,24.0,29.0,30.0,35.0,1.0,10.0,"1,230,022,010",2.0,"10,000,000",88.0,"79,623","158,651,414",2015/3/30
15034,4.0,8.0,15.0,18.0,26.0,5.0,9.0,"1,218,836,194",5.0,"7,831,863",73.0,"99,655","177,041,373",2015/3/28
15033,3.0,17.0,22.0,26.0,28.0,3.0,7.0,"1,226,652,726",0.0,0,44.0,"145,171","157,398,348",2015/3/25
15032,6.0,21.0,25.0,27.0,30.0,7.0,11.0,"1,196,045,799",2.0,"10,000,000",62.0,"100,026","154,307,257",2015/3/23
15031,7.0,21.0,29.0,32.0,33.0,4.0,12.0,"1,185,204,347",3.0,"10,000,000",60.0,"132,219","174,951,434",2015/3/21
15030,9.0,18.0,19.0,26.0,31.0,2.0,5.0,"1,177,191,244",1.0,"10,000,000",76.0,"81,195","155,910,978",2015/3/18
15029,7.0,10.0,19.0,30.0,35.0,3.0,5.0,"1,156,201,713",0.0,0,74.0,"84,674","156,821,118",2015/3/16
15028,3.0,9.0,28.0,32.0,33.0,9.0,10.0,"1,125,436,730",4.0,"7,727,358",107.0,"55,009","168,916,049",2015/3/14
15027,5.0,21.0,22.0,25.0,28.0,3.0,10.0,"1,132,469,279",1.0,"10,000,000",48.0,"144,395","152,329,023",2015/3/11
15026,11.0,13.0,14.0,15.0,22.0,2.0,8.0,"1,108,175,348",6.0,"6,864,076",37.0,"161,249","148,668,212",2015/3/9
15025,7.0,10.0,20.0,22.0,27.0,10.0,11.0,"1,127,093,621",2.0,"10,000,000",57.0,"125,572","165,356,211",2015/3/7
15024,2.0,6.0,8.0,16.0,34.0,3.0,4.0,"1,110,363,550",0.0,0,26.0,"273,733","145,281,488",2015/3/4
15023,6.0,9.0,11.0,12.0,22.0,3.0,11.0,"1,075,234,387",1.0,"10,000,000",83.0,"71,350","145,197,189",2015/3/2
15022,9.0,11.0,14.0,15.0,26.0,11.0,12.0,"1,052,353,522",0.0,0,33.0,"257,531","175,842,569",2015/2/28
15021,22.0,23.0,24.0,26.0,31.0,5.0,6.0,"1,011,148,456",0.0,0,43.0,"157,272","154,390,777",2015/2/25
15020,11.0,26.0,28.0,29.0,32.0,1.0,4.0,"975,106,845",21.0,"5,865,102",49.0,"180,170","179,938,437",2015/2/16
15019,2.0,8.0,16.0,22.0,24.0,1.0,3.0,"1,056,985,003",1.0,"10,000,000",49.0,"254,839","202,001,607",2015/2/14
15018,4.0,7.0,10.0,23.0,31.0,3.0,7.0,"1,013,044,052",1.0,"10,000,000",113.0,"82,211","183,587,012",2015/2/11
15017,7.0,13.0,16.0,17.0,29.0,1.0,7.0,"980,636,543",1.0,"10,000,000",75.0,"116,974","178,974,941",2015/2/9
15016,6.0,7.0,16.0,20.0,34.0,9.0,11.0,"949,403,008",0.0,0,164.0,"49,292","208,262,620",2015/2/7
15015,1.0,5.0,13.0,17.0,32.0,4.0,11.0,"901,055,602",8.0,"5,905,475",79.0,"46,370","181,763,862",2015/2/4
15014,8.0,16.0,25.0,29.0,35.0,3.0,10.0,"934,144,755",3.0,"10,000,000",50.0,"175,328","181,227,543",2015/2/2
15013,11.0,15.0,25.0,28.0,35.0,7.0,10.0,"922,796,421",0.0,0,40.0,"226,781","197,604,688",2015/1/31
15012,3.0,4.0,6.0,11.0,31.0,5.0,9.0,"877,629,027",2.0,"10,000,000",41.0,"161,425","175,210,148",2015/1/28
15011,4.0,13.0,22.0,25.0,30.0,1.0,6.0,"867,227,273",16.0,"6,211,643",186.0,"42,061","181,219,178",2015/1/26
15010,2.0,6.0,17.0,30.0,35.0,2.0,7.0,"922,553,782",1.0,"10,000,000",58.0,"166,880","208,415,367",2015/1/24
15009,17.0,22.0,26.0,27.0,33.0,6.0,10.0,"885,966,276",0.0,0,55.0,"158,591","188,166,127",2015/1/21
15008,7.0,10.0,11.0,15.0,17.0,3.0,10.0,"838,917,495",54.0,"5,350,846",88.0,"85,830","187,348,140",2015/1/19
15007,2.0,7.0,8.0,14.0,31.0,4.0,8.0,"1,084,804,698",2.0,"10,000,000",98.0,"77,735","207,134,099",2015/1/17
15006,6.0,8.0,30.0,32.0,33.0,3.0,7.0,"1,061,791,325",2.0,"10,000,000",64.0,"122,162","187,375,191",2015/1/14
15005,11.0,14.0,15.0,18.0,19.0,7.0,8.0,"1,056,022,676",6.0,"7,975,072",69.0,"135,230","187,061,405",2015/1/12
15004,3.0,12.0,14.0,18.0,28.0,5.0,6.0,"1,063,303,937",3.0,"9,644,205",40.0,"248,150","211,045,780",2015/1/10
15003,12.0,19.0,27.0,28.0,34.0,1.0,12.0,"1,058,932,056",8.0,"6,794,760",59.0,"156,326","192,816,707",2015/1/7
15002,3.0,14.0,20.0,26.0,32.0,6.0,10.0,"1,092,064,321",3.0,"10,000,000",90.0,"98,741","194,417,743",2015/1/5
15001,8.0,9.0,19.0,27.0,30.0,6.0,7.0,"1,084,864,825",11.0,"6,208,747",153.0,"53,300","216,525,466",2015/1/3
14154,5.0,12.0,17.0,23.0,28.0,2.0,9.0,"1,135,404,076",14.0,"5,913,927",109.0,"81,189","206,102,484",2014/12/31
14153,1.0,8.0,13.0,24.0,32.0,5.0,10.0,"1,212,140,454",4.0,"9,037,107",68.0,"143,133","197,278,961",2014/12/29
14152,5.0,12.0,18.0,24.0,33.0,1.0,5.0,"1,211,422,140",3.0,"10,000,000",126.0,"85,285","220,548,247",2014/12/27
14151,3.0,8.0,26.0,31.0,32.0,8.0,12.0,"1,192,625,943",7.0,"6,987,198",78.0,"98,775","200,426,121",2014/12/24
14150,19.0,21.0,30.0,33.0,35.0,5.0,7.0,"1,211,404,301",6.0,"7,050,858",67.0,"132,908","199,620,079",2014/12/22
14149,2.0,13.0,19.0,26.0,35.0,1.0,5.0,"1,234,346,541",23.0,"5,849,579",85.0,"109,364","223,525,491",2014/12/20
14148,3.0,9.0,10.0,11.0,20.0,7.0,9.0,"1,326,828,262",4.0,"9,318,025",146.0,"57,656","199,263,390",2014/12/17
14147,5.0,9.0,14.0,26.0,34.0,2.0,9.0,"1,324,845,582",9.0,"6,543,131",58.0,"153,503","203,455,020",2014/12/15
14146,2.0,16.0,23.0,24.0,28.0,10.0,11.0,"1,361,277,737",2.0,"10,000,000",197.0,"53,974","254,595,224",2014/12/13
14145,15.0,19.0,22.0,24.0,26.0,10.0,11.0,"1,321,185,915",2.0,"10,000,000",40.0,"271,725","200,399,143",2014/12/10
14144,1.0,21.0,24.0,25.0,35.0,4.0,11.0,"1,290,463,839",0.0,0,39.0,"263,431","199,169,295",2014/12/8
14143,1.0,11.0,14.0,18.0,25.0,6.0,10.0,"1,241,070,437",3.0,"10,000,000",66.0,"183,630","223,887,126",2014/12/6
14142,18.0,21.0,25.0,28.0,30.0,4.0,6.0,"1,213,685,929",10.0,"6,504,645",107.0,"68,621","200,197,897",2014/12/3
14141,4.0,17.0,20.0,26.0,29.0,5.0,8.0,"1,244,535,901",5.0,"7,942,185",61.0,"137,838","201,721,661",2014/12/1
14140,1.0,19.0,20.0,25.0,34.0,7.0,12.0,"1,251,566,141",1.0,"10,000,000",43.0,"307,985","228,862,423",2014/11/29
14139,3.0,5.0,7.0,15.0,34.0,1.0,10.0,"1,200,995,750",3.0,"10,000,000",33.0,"326,240","206,237,565",2014/11/26
14138,1.0,7.0,29.0,32.0,34.0,9.0,12.0,"1,185,612,824",4.0,"10,000,000",25.0,"418,179","204,150,642",2014/11/24
14137,2.0,11.0,16.0,22.0,34.0,2.0,5.0,"1,178,643,374",2.0,"10,000,000",53.0,"175,018","228,889,406",2014/11/22
14136,4.0,18.0,20.0,34.0,35.0,7.0,11.0,"1,154,305,279",9.0,"6,580,696",77.0,"116,563","210,035,293",2014/11/19
14135,20.0,26.0,28.0,30.0,35.0,9.0,12.0,"1,191,956,659",2.0,"10,000,000",38.0,"316,405","207,091,316",2014/11/17
14134,2.0,5.0,7.0,11.0,32.0,9.0,12.0,"1,157,903,994",2.0,"10,000,000",43.0,"244,459","231,332,680",2014/11/15
14133,2.0,8.0,12.0,14.0,18.0,4.0,12.0,"1,125,548,895",2.0,"10,000,000",250.0,"44,271","210,539,527",2014/11/12
14132,1.0,3.0,4.0,19.0,32.0,1.0,7.0,"1,103,993,932",2.0,"10,000,000",26.0,"434,759","207,042,551",2014/11/10
14131,3.0,16.0,19.0,23.0,27.0,3.0,7.0,"1,070,373,608",2.0,"10,000,000",222.0,"36,617","229,525,923",2014/11/8
14130,2.0,18.0,31.0,32.0,33.0,5.0,7.0,"1,047,946,346",3.0,"9,832,710",65.0,"116,010","204,087,496",2014/11/5
14129,7.0,22.0,28.0,30.0,32.0,5.0,6.0,"1,043,803,747",1.0,"10,000,000",44.0,"195,460","203,647,528",2014/11/3
14128,2.0,4.0,16.0,22.0,34.0,8.0,11.0,"1,012,105,455",2.0,"10,000,000",52.0,"221,454","213,457,949",2014/11/1
14127,2.0,4.0,6.0,15.0,19.0,2.0,11.0,"980,248,197",3.0,"10,000,000",28.0,"394,336","191,283,997",2014/10/29
14126,2.0,9.0,22.0,30.0,34.0,9.0,10.0,"973,284,763",1.0,"10,000,000",37.0,"221,647","188,290,135",2014/10/27
14125,12.0,15.0,19.0,23.0,31.0,4.0,10.0,"941,910,615",2.0,"10,000,000",114.0,"77,763","209,429,406",2014/10/25
14124,1.0,3.0,28.0,29.0,35.0,8.0,12.0,"926,501,357",4.0,"8,967,600",27.0,"360,690","188,069,407",2014/10/22
14123,1.0,9.0,12.0,22.0,25.0,2.0,9.0,"926,243,050",3.0,"9,784,550",34.0,"249,870","185,788,357",2014/10/20
14122,3.0,10.0,25.0,26.0,35.0,1.0,7.0,"922,321,109",2.0,"10,000,000",83.0,"115,949","210,987,138",2014/10/18
14121,13.0,16.0,18.0,22.0,32.0,8.0,10.0,"903,584,105",3.0,"9,296,431",64.0,"137,085","189,841,132",2014/10/15
14120,1.0,4.0,6.0,18.0,33.0,5.0,11.0,"901,617,720",2.0,"10,000,000",27.0,"339,635","177,861,722",2014/10/13
14119,4.0,8.0,9.0,13.0,18.0,8.0,12.0,"876,616,071",1.0,"10,000,000",91.0,"93,176","199,847,525",2014/10/11
14118,2.0,3.0,23.0,24.0,26.0,5.0,11.0,"848,491,203",0.0,0,33.0,"244,438","177,771,292",2014/10/8
14117,3.0,14.0,17.0,18.0,33.0,6.0,9.0,"806,936,584",2.0,"10,000,000",45.0,"133,434","158,204,520",2014/10/6
14116,6.0,13.0,15.0,24.0,27.0,4.0,5.0,"797,914,592",1.0,"10,000,000",63.0,"120,272","165,743,086",2014/10/4
14115,1.0,5.0,26.0,29.0,30.0,2.0,10.0,"770,028,734",2.0,"10,000,000",47.0,"159,698","149,573,879",2014/10/1
14114,3.0,16.0,24.0,30.0,33.0,5.0,8.0,"759,165,112",4.0,"7,238,221",77.0,"74,863","162,818,645",2014/9/29
14113,2.0,13.0,17.0,19.0,23.0,1.0,6.0,"770,352,154",5.0,"7,722,784",57.0,"128,346","177,747,229",2014/9/27
14112,3.0,5.0,14.0,18.0,32.0,2.0,10.0,"778,946,120",2.0,"10,000,000",37.0,"229,873","161,645,347",2014/9/24
14111,11.0,16.0,18.0,20.0,29.0,3.0,4.0,"766,059,220",0.0,0,32.0,"253,993","159,305,669",2014/9/22
14110,9.0,18.0,19.0,22.0,24.0,8.0,11.0,"729,018,439",1.0,"10,000,000",57.0,"130,823","176,071,215",2014/9/20
14109,15.0,18.0,20.0,21.0,23.0,1.0,2.0,"707,079,547",5.0,"8,560,406",39.0,"218,698","160,457,788",2014/9/17
14108,1.0,2.0,13.0,23.0,35.0,9.0,12.0,"709,422,417",1.0,"10,000,000",65.0,"113,416","159,408,053",2014/9/15
14107,5.0,13.0,14.0,21.0,34.0,8.0,10.0,"691,019,481",1.0,"10,000,000",53.0,"156,845","181,325,383",2014/9/13
14106,5.0,9.0,11.0,20.0,22.0,5.0,11.0,"657,364,184",1.0,"10,000,000",67.0,"100,367","162,710,870",2014/9/10
14105,4.0,10.0,26.0,29.0,32.0,4.0,8.0,"634,577,614",2.0,"10,000,000",54.0,"126,768","150,824,984",2014/9/8
14104,7.0,13.0,14.0,28.0,32.0,4.0,11.0,"621,617,813",5.0,"8,234,166",63.0,"130,673","176,198,779",2014/9/6
14103,14.0,20.0,23.0,25.0,26.0,10.0,12.0,"626,567,022",1.0,"10,000,000",44.0,"199,664","159,163,558",2014/9/3
14102,1.0,7.0,14.0,19.0,20.0,3.0,12.0,"596,966,907",3.0,"9,256,358",69.0,"100,215","160,748,402",2014/9/1
14101,9.0,10.0,12.0,17.0,28.0,3.0,11.0,"595,465,040",0.0,0,88.0,"77,272","174,450,095",2014/8/30
14100,2.0,4.0,8.0,12.0,35.0,1.0,7.0,"559,791,030",2.0,"10,000,000",40.0,"223,353","162,499,795",2014/8/27
14099,15.0,21.0,22.0,23.0,33.0,1.0,7.0,"541,306,441",3.0,"10,000,000",52.0,"171,518","163,978,997",2014/8/25
14098,16.0,18.0,22.0,25.0,35.0,3.0,10.0,"529,856,031",2.0,"10,000,000",45.0,"211,357","184,527,907",2014/8/23
14097,3.0,15.0,20.0,21.0,23.0,7.0,9.0,"508,112,843",1.0,"10,000,000",33.0,"267,985","169,611,153",2014/8/20
14096,3.0,7.0,21.0,23.0,31.0,5.0,10.0,"476,575,124",8.0,"6,383,482",99.0,"62,566","167,970,220",2014/8/18
14095,6.0,22.0,30.0,31.0,34.0,5.0,6.0,"508,319,326",4.0,"8,448,139",44.0,"154,164","186,569,328",2014/8/16
14094,13.0,14.0,24.0,25.0,34.0,4.0,7.0,"510,765,155",8.0,"6,429,806",136.0,"34,644","168,617,295",2014/8/13
14093,3.0,8.0,30.0,32.0,34.0,9.0,11.0,"538,115,272",0.0,0,63.0,"128,041","166,087,704",2014/8/11
14092,2.0,18.0,27.0,30.0,32.0,5.0,11.0,"498,422,452",1.0,"10,000,000",36.0,"246,536","185,657,187",2014/8/9
14091,10.0,16.0,18.0,29.0,32.0,2.0,7.0,"466,511,258",1.0,"10,000,000",42.0,"188,651","171,622,227",2014/8/6
14090,2.0,3.0,20.0,23.0,28.0,6.0,8.0,"439,724,222",60.0,"5,182,460",69.0,"117,087","176,916,628",2014/8/4
14089,2.0,8.0,12.0,29.0,30.0,7.0,12.0,"897,430,770",9.0,"6,270,293",119.0,"48,131","206,285,308",2014/8/2
14088,7.0,13.0,20.0,25.0,26.0,8.0,11.0,"929,910,085",2.0,"10,000,000",108.0,"80,866","183,837,153",2014/7/30
14087,4.0,7.0,31.0,33.0,35.0,9.0,10.0,"916,892,029",1.0,"10,000,000",55.0,"134,240","174,787,404",2014/7/28
14086,6.0,8.0,27.0,29.0,35.0,3.0,9.0,"886,731,623",4.0,"10,000,000",57.0,"173,491","201,555,668",2014/7/26
14085,6.0,12.0,13.0,25.0,29.0,11.0,12.0,"879,455,090",3.0,"9,894,855",108.0,"68,110","178,919,759",2014/7/23
14084,2.0,7.0,9.0,11.0,28.0,5.0,9.0,"875,765,643",7.0,"7,224,209",126.0,"53,920","181,205,445",2014/7/21
14083,18.0,20.0,24.0,33.0,35.0,5.0,10.0,"892,251,472",2.0,"10,000,000",83.0,"101,782","203,993,360",2014/7/19
14082,1.0,8.0,18.0,23.0,25.0,8.0,12.0,"872,216,864",0.0,0,43.0,"191,919","181,943,644",2014/7/16
14081,3.0,5.0,8.0,10.0,25.0,9.0,12.0,"830,154,471",0.0,0,43.0,"166,437","175,722,160",2014/7/14
14080,17.0,20.0,23.0,25.0,27.0,3.0,10.0,"792,428,610",3.0,"10,000,000",49.0,"204,471","193,958,265",2014/7/12
14079,9.0,10.0,20.0,31.0,32.0,6.0,10.0,"783,615,300",3.0,"10,000,000",64.0,"134,339","173,530,979",2014/7/9
14078,10.0,15.0,16.0,22.0,28.0,4.0,5.0,"778,417,883",3.0,"10,000,000",73.0,"119,758","173,079,920",2014/7/7
14077,9.0,16.0,26.0,31.0,32.0,1.0,5.0,"765,404,764",3.0,"9,819,134",55.0,"167,784","192,620,156",2014/7/5
14076,5.0,10.0,19.0,31.0,32.0,9.0,10.0,"760,644,298",1.0,"10,000,000",81.0,"92,632","178,230,857",2014/7/2
14075,5.0,7.0,29.0,32.0,35.0,4.0,10.0,"729,191,341",7.0,"6,725,435",55.0,"118,422","179,024,552",2014/6/30
14074,6.0,11.0,22.0,27.0,30.0,5.0,11.0,"750,501,664",2.0,"10,000,000",104.0,"81,061","198,134,948",2014/6/28
